Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
343,Balepeki,Balepeki,Balepeki County,Ortarith,Duchy of Ortarith,Rohand (Human),Witnesses of Elloragh,town,9303,1072.42,468.26,28.46,19.91,13,64°F,Barcelona (Spain),,,,,,,,{t1:gules;ordinaries:[{ordinary:bend;t:or;line:urdy}];charges:[{charge:lyre;t:argent;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Balepeki&population=9303&size=30&seed=5642600450343&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
344,Suyurtlu,Alkan,Alkan County,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,village,1081,842.61,127.37,49.02,6.04,472,41°F,Harbin (China),,,,,,,,{t1:argent;charges:[{charge:scissors;t:purpure;p:e;size:1.5}];shield:round},https://watabou.github.io/village-generator/?pop=1081&name=Suyurtlu&seed=5642600450344&width=1400&height=683&style=snow&tags=confluence%2Cdead+end%2Cno+square%2Cdense
345,Numush,Zugkazin,Zugkazin County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,village,794,575.86,701.35,14.4,-10.05,266,77°F,Miami (USA),,,,,,,,{t1:gules;ordinaries:[{ordinary:bendSinister;t:argent;line:straight}];charges:[{charge:crossSaltire;t:sable;p:e;size:0.7}];shield:pavise},https://watabou.github.io/village-generator/?pop=794&name=Numush&seed=5642600450345&width=1000&height=488&style=default&tags=river%2Chighway%2Cno+square%2Cdense
346,Dugkizdara,Dugkizdara,Dugkizdara County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,6494,555.4,597.69,20.65,-11.29,210,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:argent;charges:[{charge:ladybird;t:gules;p:e;t2:gules;t3:azure;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Dugkizdara&population=6494&size=26&seed=5642600450346&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
347,Azash,Uluyurt,Uluyurt Department,Sazyurt,Republic of Sazyurt,Aj'Snaga (Serpents),Witnesses of Elloragh,town,4923,958.3,187.85,45.37,13.02,210,46°F,Prague (Czechia),,,,,,,,{t1:argent;ordinaries:[{ordinary:pallReversed;t:gules}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Azash&population=4923&size=24&seed=5642600450347&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
348,Orgaltkhon,Khankhania,Khankhania County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,city,11974,1095.08,241.21,42.15,21.27,397,48°F,Copenhagen (Denmark),,,,walls,plaza,,,{t1:argent;division:{division:perFess;t:purpure;line:arched};charges:[{charge:lionPassant;t:gules;p:k;t2:sable;t3:gules;size:0.7};{charge:crossCeltic;t:or;p:n;size:0.7}];shield:easterling},https://watabou.github.io/city-generator/?name=Orgaltkhon&population=11974&size=33&seed=5642600450348&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&style=natural
349,Silreach,Castglen,Castglen County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,village,1109,366.39,234.4,42.56,-22.69,210,50°F,London (England),,,,,,,,{t1:gules;charges:[{charge:frog;t:argent;p:e;size:1.5}];shield:fantasy5},https://watabou.github.io/village-generator/?pop=1109&name=Silreach&seed=5642600450349&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
350,Scorchpost,Knighia,Knighia County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,7464,434.29,169.07,46.5,-18.6,397,45°F,Montreal (Canada),,,,,,,,{t1:pappellony-sable-argent;ordinaries:[{ordinary:fess;t:or;line:straight}];charges:[{charge:pincers;t:sable;p:def;size:0.5}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Scorchpost&population=7464&size=28&seed=5642600450350&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
351,Kinny,Kinny,Kinny County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,7708,682.45,552.59,23.37,-3.62,30,72°F,Guangzhou (China),,,citadel,,,,,{t1:argent;charges:[{charge:swan;t:azure;p:e;t2:azure;t3:gules;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Kinny&population=7708&size=28&seed=5642600450351&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
352,Narabaharb,Narabaharb,Narabaharb County,Toza,Tozan Empire,Khazadur (Dwarven),Neverchism,town,8909,208.37,631.14,18.64,-32.23,2218,64°F,Barcelona (Spain),,,,,,,,{t1:or;charges:[{charge:axe;t:purpure;p:e;t2:purpure;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Narabaharb&population=8909&size=30&seed=5642600450352&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
353,Karbeyraz,Banedyurt,Banedyurt Province,Sazyurt,Republic of Sazyurt,Rohand (Human),Old Rohand (Human) Beliefs,town,6911,1021.38,166.25,46.67,16.83,397,45°F,Montreal (Canada),,,,,,,,{t1:sable;charges:[{charge:lute;t:argent;p:jln;t2:argent;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Karbeyraz&population=6911&size=27&seed=5642600450353&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
354,Deadbay,Steam,Steam County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,6033,412.73,201.7,44.54,-19.9,210,48°F,Copenhagen (Denmark),,,,,,,,{t1:sable;division:{division:chevronny;t:or};charges:[{charge:bell;t:argent;p:e;t2:argent;size:1.5}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Deadbay&population=6033&size=26&seed=5642600450354&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
355,Ayakanyol,Albelen,Albelen Shire,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,town,8463,615.5,272.47,40.27,-7.66,840,50°F,London (England),,,,,,,,{t1:purpure;ordinaries:[{ordinary:bordure;t:argent}];charges:[{charge:annulet;t:gules;p:ABCDEFGHIJKL;size:0.18};{charge:lamb;t:or;p:e;size:1.1}];shield:round},https://watabou.github.io/city-generator/?name=Ayakanyol&population=8463&size=29&seed=5642600450355&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
356,Shagaan,Shagaan,Shagaan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,9499,1235.88,428.84,30.84,29.77,1063,57°F,Washington (D.C.),,,,,,,,{t1:azure;division:{division:perPile;t:or;line:invecked};ordinaries:[{ordinary:orle;t:argent}];shield:easterling},https://watabou.github.io/city-generator/?name=Shagaan&population=9499&size=30&seed=5642600450356&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
357,Ymkalor,Ymkalor,Ymkalor Barony,Onimydrait,Kingdom of Onimydrait,Eldar (Elfish),Witnesses of Elloragh,city,12242,1382.04,625.5,18.98,38.59,4492,55°F,Milan (Italy),,,,walls,plaza,,,{t1:azure;ordinaries:[{ordinary:quarter;t:argent}];charges:[{charge:crossCarolingian;t:gules;p:j;size:0.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Ymkalor&population=12242&size=33&seed=5642600450357&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&style=natural
358,Garic,Nelka,Nelka Barony,Onimydrait,Kingdom of Onimydrait,Yotunn (Giants),Old Yotunn (Giants) Beliefs,town,3778,1363.5,758.27,10.97,37.47,948,75°F,Dakar (Senegal),,,,,,,,{t1:or;division:{division:perBend;t:gules;line:straight};charges:[{charge:pillar;t:azure;p:l;size:0.7};{charge:castle;t:argent;p:m;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Garic&population=3778&size=21&seed=5642600450358&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
359,Alga,Yepedi,Yepedi Shire,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,town,6451,660.33,274.54,40.14,-4.96,643,52°F,Antwerp (Belgium),,,,,,,,{t1:or;division:{division:chevronny;t:ermine-argent-vert};charges:[{charge:mallet;t:azure;p:e;t2:azure;divided:counter;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Alga&population=6451&size=26&seed=5642600450359&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
360,Bhir,Gazd,Gazd Shire,Staglenia,Kingdom of Staglenia,Uruk (Orkish),Neverchism,town,2728,370.8,112.73,49.9,-22.43,643,41°F,Harbin (China),,,,,,,,{t1:vert;division:{division:perCross;t:argent;line:straight};ordinaries:[{ordinary:cross;t:or;line:straight}];shield:urukHai},https://watabou.github.io/city-generator/?name=Bhir&population=2728&size=19&seed=5642600450360&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
361,Koghokh,Dhez,Dhez Shire,Bocyurt,Beylik of Bocyurt,Uruk (Orkish),Neverchism,town,7037,627.84,176.21,46.07,-6.92,2218,41°F,Harbin (China),,,,walls,,,,{t1:vairEnPointe-or-sable;division:{division:perChevronReversed;t:purpure;line:straight};ordinaries:[{ordinary:pile;t:azure}];shield:urukHai},https://watabou.github.io/city-generator/?name=Koghokh&population=7037&size=27&seed=5642600450361&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
362,Yeltayte,Buyay,Buyay County,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,village,1063,537.68,316.82,37.59,-12.36,210,55°F,Milan (Italy),,,,walls,,,,{t1:or;charges:[{charge:cannon;t:sable;p:e;t2:sable;size:1.5}];shield:round},https://watabou.github.io/village-generator/?pop=1063&name=Yeltayte&seed=5642600450362&width=1400&height=683&style=default&tags=river%2Chighway%2Cno+square%2Cpalisade%2Cdense
363,Barud,Turegkhan,Turegkhan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,3704,1360.8,331.86,36.69,37.31,3793,41°F,Harbin (China),,,,,,,,{t1:azure;ordinaries:[{ordinary:cross;t:argent;line:firTrees}];charges:[{charge:mullet6Pierced;t:gules;p:behdf;size:0.3}];shield:easterling},https://watabou.github.io/city-generator/?name=Barud&population=3704&size=21&seed=5642600450363&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
364,Alptardi,Askazeli,Askazeli Shire,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,city,10768,623.8,374.3,34.13,-7.16,52,59°F,Rome (Italy),,,,walls,plaza,,,{t1:chequy-or-purpure;charges:[{charge:hook;t:azure;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Alptardi&population=10768&size=32&seed=5642600450364&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&style=natural
365,Tolzit,On Ongovoo,On Ongovoo County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,8612,1291.45,316.66,37.6,33.12,472,52°F,Antwerp (Belgium),,,,,,,,{t1:or;division:{division:perFess;t:gules;line:wavy};ordinaries:[{ordinary:bordure;t:azure}];charges:[{charge:garb;t:or;p:ABCDEFGHIJKL;t2:or;size:0.18}];shield:easterling},https://watabou.github.io/city-generator/?name=Tolzit&population=8612&size=29&seed=5642600450365&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
366,Rethe,Olondofe,Olondofe Tribe,Onimydrait,Kingdom of Onimydrait,Eldar (Elfish),Witnesses of Elloragh,town,2433,1424.2,640.2,18.09,41.13,8872,45°F,Montreal (Canada),,,,,,,,{t1:azure;division:{division:perCross;t:argent;line:embattledGrady};charges:[{charge:rose;t:or;p:jl;t2:or;t3:or;size:0.7}];shield:noldor},https://watabou.github.io/city-generator/?name=Rethe&population=2433&size=18&seed=5642600450366&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
367,Mistfordhol,Horevercia,Horevercia Province,Pudrock,Republic of Pudrock,Anor (Human),Arcanum of the Forefather of Love,town,7010,255.16,230.9,42.77,-29.4,643,46°F,Prague (Czechia),,,,,,,,{t1:argent;charges:[{charge:crossPatonce;t:gules;p:e;size:1.5}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Mistfordhol&population=7010&size=27&seed=5642600450367&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
368,Dulba,Nuzar,Nuzar Earldom,Toza,Tozan Empire,Yotunn (Giants),Neverchism,village,765,379.97,498.76,26.62,-21.87,210,68°F,Alexandria (Egypt),,,,,,,,{t1:argent;division:{division:perCross;t:purpure;line:straight};charges:[{charge:hatchet;t:vert;p:e;t2:vert;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=765&name=Dulba&seed=5642600450368&width=1000&height=488&style=default&tags=river%2Cdead+end%2Cuncultivated%2Cno+square%2Cdense
369,Rench Uudma,Tsogtsogt,Tsogtsogt County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Monkhan Sect,village,1537,1377.97,238.96,42.29,38.34,2218,41°F,Harbin (China),,,,,,,,{t1:vert;division:{division:perBend;t:or;line:straight};charges:[{charge:mullet;t:argent;p:lm;divided:counter;size:0.7}];shield:easterling},https://watabou.github.io/village-generator/?pop=1537&name=Rench+Uudma&seed=5642600450369&width=1600&height=780&style=snow&tags=river%2Cdead+end%2Cno+square%2Cdense
370,Buyayliyol,Dekeren,Dekeren Shire,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,town,5463,677.8,345.6,35.86,-3.9,210,57°F,Washington (D.C.),,,,,,,,{t1:argent;charges:[{charge:key;t:purpure;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Buyayliyol&population=5463&size=25&seed=5642600450370&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
371,Enoriathle,Enoriathle,Enoriathle Barony,Onimydrait,Kingdom of Onimydrait,Quenian (Elfish),Quenian (Elfish) Druidism,town,7274,1442.27,683.2,15.5,42.22,6644,54°F,Paris (France),,,,,,,,{t1:argent;charges:[{charge:griffinRampant;t:gules;p:e;t2:purpure;t3:gules;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Enoriathle&population=7274&size=27&seed=5642600450371&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
372,Buyrazbey,Nuzar,Nuzar Earldom,Toza,Tozan Empire,Rohand (Human),Neverchism,town,2681,396.48,475,28.05,-20.88,210,66°F,Marrakesh (Morocco),,,,,,,,{t1:argent;charges:[{charge:horseRampant;t:gules;p:def;t2:gules;t3:gules;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Buyrazbey&population=2681&size=19&seed=5642600450372&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
373,Szas'zesh,Ravud,Ravud County,Toza,Tozan Empire,Arago (Arachnid),Neverchism,town,8067,162.61,577.19,21.89,-34.99,7248,45°F,Montreal (Canada),,,,,,,,{t1:azure;charges:[{charge:axe;t:or;p:abc;t2:argent;size:0.5}];shield:horsehead2},https://watabou.github.io/city-generator/?name=Szas%27zesh&population=8067&size=29&seed=5642600450373&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
374,Stormwall,Faypostmo,Faypostmo Landgrave,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,2697,234.27,185,45.54,-30.66,1063,41°F,Harbin (China),,,,,,,,{t1:gules;ordinaries:[{ordinary:chief;t:argent;line:straight}];charges:[{charge:fusil;t:purpure;p:abc;size:0.5}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Stormwall&population=2697&size=19&seed=5642600450374&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
375,Vrur,Dhul,Dhul County,Vuyurt,Vuyurt Khaganate,Uruk (Orkish),Uruk (Orkish) Pantheon,town,7764,938.7,82.84,51.7,11.84,328,39°F,Reykjavik (Iceland),,,,,,,,{t1:or;ordinaries:[{ordinary:bordure;t:gules}];charges:[{charge:escallop;t:gules;p:e;size:1.1}];shield:urukHai},https://watabou.github.io/city-generator/?name=Vrur&population=7764&size=28&seed=5642600450375&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
376,Moonwale,Moonwale,Moonwale County,Staglenia,Kingdom of Staglenia,Dail (Human),Neverchism,town,8978,443.27,242.68,42.06,-18.05,210,50°F,London (England),,,,,,,,{t1:argent;charges:[{charge:sword;t:gules;p:e;t2:gules;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Moonwale&population=8978&size=30&seed=5642600450376&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
377,Rorestval,Dirtspidia,Dirtspidia Prefecture,Pudrock,Republic of Pudrock,Dail (Human),Arcanum of the Forefather of Love,town,2511,298.68,282.62,39.66,-26.78,1063,50°F,London (England),,,,,,,,{t1:or;charges:[{charge:cock;t:vert;p:e;t2:vert;t3:vert;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Rorestval&population=2511&size=18&seed=5642600450377&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
378,Yanopu,Buyurt,Buyurt County,Yaryurt,Yaryurt Horde,Rohand (Human),Neverchism,town,8413,631,360.9,34.93,-6.73,210,59°F,Rome (Italy),,,,,,,,{t1:purpure;ordinaries:[{ordinary:chief;t:or;line:rayonne}];charges:[{charge:pegasus;t:gules;p:abc;t2:gules;t3:argent;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Yanopu&population=8413&size=29&seed=5642600450378&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
379,Heimfarag,Kilnarg,Kilnarg Earldom,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,9595,451.94,503.37,26.34,-17.53,210,68°F,Alexandria (Egypt),,port,citadel,,,,,{t1:azure;ordinaries:[{ordinary:flaunches;t:argent}];charges:[{charge:mullet;t:or;p:abcpqh;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Heimfarag&population=9595&size=30&seed=5642600450379&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural&sea=1.57
380,Gasurakaka,Duleli,Duleli Shire,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,town,3934,631.01,224.2,43.18,-6.73,1447,45°F,Montreal (Canada),,,,,,,,{t1:gules;charges:[{charge:spear;t:argent;p:e;t2:or;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Gasurakaka&population=3934&size=22&seed=5642600450380&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
381,Vun-Ghal,Gazd,Gazd Shire,Staglenia,Kingdom of Staglenia,Uruk (Orkish),Neverchism,town,6851,354.53,115.77,49.72,-23.41,472,41°F,Harbin (China),,,,,,,,{t1:gules;division:{division:perCross;t:bendySinister-sable-or;line:dovetailedIndented};charges:[{charge:crossMoline;t:argent;p:j;size:0.6};{charge:cavalier;t:argent;p:l;size:0.6};{charge:crescent;t:argent;p:m;size:0.6};{charge:fountain;t:argent;p:o;size:0.6}];shield:urukHai},https://watabou.github.io/city-generator/?name=Vun-Ghal&population=6851&size=27&seed=5642600450381&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
382,Esen,Boku,Boku County,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,town,9437,900.23,145.48,47.93,9.52,472,43°F,Stockholm (Sweden),,,,walls,,,,{t1:palyBendy-sable-or;division:{division:perChevron;t:argent;line:straight};ordinaries:[{ordinary:orle;t:gules}];shield:round},https://watabou.github.io/city-generator/?name=Esen&population=9437&size=30&seed=5642600450382&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&style=natural
